Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Label,Path,Dataset,Camera,Split,Fold
28722,118226,118226,0,/home/konradkaranowski/storage/full_data_resized/20/non_glaucoma/image/0998.jpg,20,Unknown,train,0
69770,104671,104671,0,/home/konradkaranowski/storage/full_data_resized/13/data/1296_1_R.jpg,13,Nidek AFC-230 non-mydriatic,train,0
21288,111534,111534,0,/home/konradkaranowski/storage/full_data_resized/15/IMAGES/20060529_56013_0100_PP.png,15,Topcon TRC NW6,train,0
76510,105953,105953,0,/home/konradkaranowski/storage/full_data_resized/13/data/1622_1_R.jpg,13,Nidek AFC-230 non-mydriatic,train,0
90230,112339,112339,0,/home/konradkaranowski/storage/full_data_resized/16/ODIR-5K_Training_Dataset/147_left.jpg,16,"Various cameras such as Canon, Zeiss, Kowa",train,0
83325,111719,111719,0,/home/konradkaranowski/storage/full_data_resized/15/IMAGES/IM000690.JPG,15,Topcon TRC NW6,train,0
55341,5367,5367,0,/home/konradkaranowski/storage/full_data_resized/2/test_images/8adf13f4fc16.png,2,Variety of cameras,train,0
41253,124595,124595,0,/home/konradkaranowski/storage/full_data_resized/29/Training_Set/Training/928.png,29,"TOPCON 3D OCT-2000, Kowa VX-10alfa mydriatic and non-mydriatic two in one, and TOPCON TRC-NW300 non-mydriatic",train,0
48926,119790,119790,0,/home/konradkaranowski/storage/full_data_resized/20/non_glaucoma/image/3902.jpg,20,Unknown,train,0
15321,2401,2401,0,/home/konradkaranowski/storage/full_data_resized/2/train_images/77e15f213b04.png,2,Variety of cameras,train,0
93147,107889,107889,0,/home/konradkaranowski/storage/full_data_resized/13/data/2200_1_R.jpg,13,Nidek AFC-230 non-mydriatic,train,0
72313,108716,108716,0,/home/konradkaranowski/storage/full_data_resized/13/data/2490_1_R.jpg,13,Nidek AFC-230 non-mydriatic,train,0
42900,114776,114776,0,/home/konradkaranowski/storage/full_data_resized/16/ODIR-5K_Training_Dataset/2916_right.jpg,16,"Various cameras such as Canon, Zeiss, Kowa",train,0
10744,103765,103765,0,/home/konradkaranowski/storage/full_data_resized/13/data/1083_1_R.jpg,13,Nidek AFC-230 non-mydriatic,train,0
36633,7224,7224,0,/home/konradkaranowski/storage/full_data_resized/5/DR1-images-by-lesions/Normal Images/IMG0425 (3).TIF,5,Topcon TRC-50X mydriatic,train,0
41132,7067,7067,0,/home/konradkaranowski/storage/full_data_resized/5/DR1-images-by-lesions/Normal Images/IMG0205 (5).TIF,5,Topcon TRC-50X mydriatic,train,0
81107,105183,105183,0,/home/konradkaranowski/storage/full_data_resized/13/data/1426_13_L.jpg,13,Nidek AFC-230 non-mydriatic,train,0
50646,119656,119656,0,/home/konradkaranowski/storage/full_data_resized/20/non_glaucoma/image/3637.jpg,20,Unknown,train,0
88046,119233,119233,0,/home/konradkaranowski/storage/full_data_resized/20/non_glaucoma/image/2867.jpg,20,Unknown,train,0
54492,119857,119857,0,/home/konradkaranowski/storage/full_data_resized/20/non_glaucoma/image/1315.jpg,20,Unknown,train,0
5924,101641,101641,0,/home/konradkaranowski/storage/full_data_resized/13/data/555_2_L.jpg,13,Nidek AFC-230 non-mydriatic,train,0
20170,5550,5550,0,/home/konradkaranowski/storage/full_data_resized/2/test_images/a14c98b20437.png,2,Variety of cameras,train,0
54865,5090,5090,0,/home/konradkaranowski/storage/full_data_resized/2/test_images/62917dbb7858.png,2,Variety of cameras,train,0
48245,114234,114234,0,/home/konradkaranowski/storage/full_data_resized/16/ODIR-5K_Training_Dataset/2374_right.jpg,16,"Various cameras such as Canon, Zeiss, Kowa",train,0
17862,102641,102641,0,/home/konradkaranowski/storage/full_data_resized/13/data/815_1_R.jpg,13,Nidek AFC-230 non-mydriatic,train,0
87804,115105,115105,0,/home/konradkaranowski/storage/full_data_resized/16/ODIR-5K_Training_Dataset/3245_right.jpg,16,"Various cameras such as Canon, Zeiss, Kowa",train,0
29438,106554,106554,0,/home/konradkaranowski/storage/full_data_resized/13/data/1793_1_R.jpg,13,Nidek AFC-230 non-mydriatic,train,0
25788,101485,101485,0,/home/konradkaranowski/storage/full_data_resized/13/data/522_4_R.jpg,13,Nidek AFC-230 non-mydriatic,train,0
61373,104705,104705,0,/home/konradkaranowski/storage/full_data_resized/13/data/1307_2_L.jpg,13,Nidek AFC-230 non-mydriatic,train,0
78927,7083,7083,0,/home/konradkaranowski/storage/full_data_resized/5/DR1-images-by-lesions/Normal Images/IMG0142 (3).TIF,5,Topcon TRC-50X mydriatic,train,0
15580,9563,9563,0,/home/konradkaranowski/storage/full_data_resized/7/normal_control/713.png,7,Unknown,train,0
69167,114269,114269,0,/home/konradkaranowski/storage/full_data_resized/16/ODIR-5K_Training_Dataset/2409_right.jpg,16,"Various cameras such as Canon, Zeiss, Kowa",train,0
19305,120057,120057,0,/home/konradkaranowski/storage/full_data_resized/20/non_glaucoma/image/4395.jpg,20,Unknown,train,0
71694,6924,6924,0,/home/konradkaranowski/storage/full_data_resized/5/DR1-images-by-lesions/Normal Images/IMG0009 (7).TIF,5,Topcon TRC-50X mydriatic,train,0
53209,111554,111554,0,/home/konradkaranowski/storage/full_data_resized/15/IMAGES/20060529_57351_0100_PP.png,15,Topcon TRC NW6,train,0
35636,5770,5770,0,/home/konradkaranowski/storage/full_data_resized/2/test_images/be110f3aad85.png,2,Variety of cameras,train,0
92471,99806,99806,0,/home/konradkaranowski/storage/full_data_resized/13/data/82_3_L.jpg,13,Nidek AFC-230 non-mydriatic,train,0
78925,7098,7098,0,/home/konradkaranowski/storage/full_data_resized/5/DR1-images-by-lesions/Normal Images/IMG0250 (19).TIF,5,Topcon TRC-50X mydriatic,train,0
60489,114935,114935,0,/home/konradkaranowski/storage/full_data_resized/16/ODIR-5K_Training_Dataset/3075_right.jpg,16,"Various cameras such as Canon, Zeiss, Kowa",train,0
88679,103184,103184,0,/home/konradkaranowski/storage/full_data_resized/13/data/944_2_L.jpg,13,Nidek AFC-230 non-mydriatic,train,0
20031,120134,120134,0,/home/konradkaranowski/storage/full_data_resized/20/non_glaucoma/image/4537.jpg,20,Unknown,train,0
71765,119406,119406,0,/home/konradkaranowski/storage/full_data_resized/20/non_glaucoma/image/3203.jpg,20,Unknown,train,0
29129,5134,5134,0,/home/konradkaranowski/storage/full_data_resized/2/test_images/69b3f1028e99.png,2,Variety of cameras,train,0
29457,9243,9243,0,/home/konradkaranowski/storage/full_data_resized/7/normal_control/410.png,7,Unknown,train,0
25166,119390,119390,0,/home/konradkaranowski/storage/full_data_resized/20/non_glaucoma/image/3175.jpg,20,Unknown,train,0
55470,125179,125179,0,/home/konradkaranowski/storage/full_data_resized/29/Test_Set/Test/580.png,29,"TOPCON 3D OCT-2000, Kowa VX-10alfa mydriatic and non-mydriatic two in one, and TOPCON TRC-NW300 non-mydriatic",train,0
67395,108588,108588,0,/home/konradkaranowski/storage/full_data_resized/13/data/2440_1_R.jpg,13,Nidek AFC-230 non-mydriatic,train,0
22695,5405,5405,0,/home/konradkaranowski/storage/full_data_resized/2/test_images/8f4612fa90aa.png,2,Variety of cameras,train,0
14666,109065,109065,0,/home/konradkaranowski/storage/full_data_resized/13/data/2606_3_L.jpg,13,Nidek AFC-230 non-mydriatic,train,0
70028,4826,4826,0,/home/konradkaranowski/storage/full_data_resized/2/test_images/41cc795c4acd.png,2,Variety of cameras,train,0
92211,113536,113536,0,/home/konradkaranowski/storage/full_data_resized/16/ODIR-5K_Training_Dataset/3229_left.jpg,16,"Various cameras such as Canon, Zeiss, Kowa",train,0
40722,110758,110758,0,/home/konradkaranowski/storage/full_data_resized/15/IMAGES/20051130_55311_0400_PP.png,15,Topcon TRC NW6,train,0
35470,114304,114304,0,/home/konradkaranowski/storage/full_data_resized/16/ODIR-5K_Training_Dataset/2444_right.jpg,16,"Various cameras such as Canon, Zeiss, Kowa",train,0
41082,114102,114102,0,/home/konradkaranowski/storage/full_data_resized/16/ODIR-5K_Training_Dataset/1075_right.jpg,16,"Various cameras such as Canon, Zeiss, Kowa",train,0
87778,124229,124229,0,/home/konradkaranowski/storage/full_data_resized/29/Training_Set/Training/1859.png,29,"TOPCON 3D OCT-2000, Kowa VX-10alfa mydriatic and non-mydriatic two in one, and TOPCON TRC-NW300 non-mydriatic",train,0
64433,111613,111613,0,/home/konradkaranowski/storage/full_data_resized/15/IMAGES/IM000073.JPG,15,Topcon TRC NW6,train,0
21509,102023,102023,0,/home/konradkaranowski/storage/full_data_resized/13/data/655_2_R.jpg,13,Nidek AFC-230 non-mydriatic,train,0
66286,108087,108087,0,/home/konradkaranowski/storage/full_data_resized/13/data/2269_1_R.jpg,13,Nidek AFC-230 non-mydriatic,train,0
9304,102574,102574,0,/home/konradkaranowski/storage/full_data_resized/13/data/798_7_R.jpg,13,Nidek AFC-230 non-mydriatic,train,0
28556,101621,101621,0,/home/konradkaranowski/storage/full_data_resized/13/data/548_2_L.jpg,13,Nidek AFC-230 non-mydriatic,train,0
20341,5151,5151,0,/home/konradkaranowski/storage/full_data_resized/2/test_images/6b62d4aae182.png,2,Variety of cameras,train,0
51223,7088,7088,0,/home/konradkaranowski/storage/full_data_resized/5/DR1-images-by-lesions/Normal Images/IMG0125 (6).TIF,5,Topcon TRC-50X mydriatic,train,0
74850,103527,103527,0,/home/konradkaranowski/storage/full_data_resized/13/data/1025_1_R.jpg,13,Nidek AFC-230 non-mydriatic,train,0
45987,104370,104370,0,/home/konradkaranowski/storage/full_data_resized/13/data/1232_2_L.jpg,13,Nidek AFC-230 non-mydriatic,train,0
74824,10450,10450,0,/home/konradkaranowski/storage/full_data_resized/8/e_optha_MA/healthy/E0002309/C0010629.jpg,8,Unknown,train,0
63245,119451,119451,0,/home/konradkaranowski/storage/full_data_resized/20/non_glaucoma/image/3283.jpg,20,Unknown,train,0
94060,111110,111110,0,/home/konradkaranowski/storage/full_data_resized/15/IMAGES/20060407_43834_0200_PP.png,15,Topcon TRC NW6,train,0
56424,123076,123076,0,/home/konradkaranowski/storage/full_data_resized/22/RIM-ONE_DL_images/partitioned_by_hospital/test_set/normal/r1_Im130.png,22,Nidek AFC-210 non-mydriatic,train,0
61919,6858,6858,0,/home/konradkaranowski/storage/full_data_resized/5/DR1-images-by-lesions/Normal Images/IMG0049 (5).TIF,5,Topcon TRC-50X mydriatic,train,0
88181,109070,109070,0,/home/konradkaranowski/storage/full_data_resized/13/data/2609_1_R.jpg,13,Nidek AFC-230 non-mydriatic,train,0
36056,5601,5601,0,/home/konradkaranowski/storage/full_data_resized/2/test_images/a93db82a21e1.png,2,Variety of cameras,train,0
81687,7242,7242,0,/home/konradkaranowski/storage/full_data_resized/5/DR1-images-by-lesions/Normal Images/IMG0589 (6).TIF,5,Topcon TRC-50X mydriatic,train,0
81335,2886,2886,0,/home/konradkaranowski/storage/full_data_resized/2/train_images/996f9bba4ef0.png,2,Variety of cameras,train,0
12991,8887,8887,0,/home/konradkaranowski/storage/full_data_resized/7/normal_control/108.png,7,Unknown,train,0
35849,106247,106247,0,/home/konradkaranowski/storage/full_data_resized/13/data/1705_1_R.jpg,13,Nidek AFC-230 non-mydriatic,train,0
88564,114671,114671,0,/home/konradkaranowski/storage/full_data_resized/16/ODIR-5K_Training_Dataset/2811_right.jpg,16,"Various cameras such as Canon, Zeiss, Kowa",train,0
48285,6002,6002,0,/home/konradkaranowski/storage/full_data_resized/2/test_images/da763f0c1a0f.png,2,Variety of cameras,train,0
69415,4709,4709,0,/home/konradkaranowski/storage/full_data_resized/2/test_images/316f294f35ad.png,2,Variety of cameras,train,0
16886,4841,4841,0,/home/konradkaranowski/storage/full_data_resized/2/test_images/436651e030cb.png,2,Variety of cameras,train,0
57820,4879,4879,0,/home/konradkaranowski/storage/full_data_resized/2/test_images/4818612e32d1.png,2,Variety of cameras,train,0
47031,4066,4066,0,/home/konradkaranowski/storage/full_data_resized/2/train_images/e966850247f4.png,2,Variety of cameras,train,0
74200,1540,1540,0,/home/konradkaranowski/storage/full_data_resized/2/train_images/3c326543fff6.png,2,Variety of cameras,train,0
68386,5965,5965,0,/home/konradkaranowski/storage/full_data_resized/2/test_images/d557cff45218.png,2,Variety of cameras,train,0
52032,108229,108229,0,/home/konradkaranowski/storage/full_data_resized/13/data/2311_1_R.jpg,13,Nidek AFC-230 non-mydriatic,train,0
52656,2632,2632,0,/home/konradkaranowski/storage/full_data_resized/2/train_images/878e356c8fc9.png,2,Variety of cameras,train,0
26001,118412,118412,0,/home/konradkaranowski/storage/full_data_resized/20/non_glaucoma/image/1008.jpg,20,Unknown,train,0
3104,113091,113091,0,/home/konradkaranowski/storage/full_data_resized/16/ODIR-5K_Training_Dataset/2784_left.jpg,16,"Various cameras such as Canon, Zeiss, Kowa",train,0
41734,113805,113805,0,/home/konradkaranowski/storage/full_data_resized/16/ODIR-5K_Training_Dataset/4242_left.jpg,16,"Various cameras such as Canon, Zeiss, Kowa",train,0
52338,103828,103828,0,/home/konradkaranowski/storage/full_data_resized/13/data/1093_3_R.jpg,13,Nidek AFC-230 non-mydriatic,train,0
25815,113337,113337,0,/home/konradkaranowski/storage/full_data_resized/16/ODIR-5K_Training_Dataset/3030_left.jpg,16,"Various cameras such as Canon, Zeiss, Kowa",train,0
49203,2124,2124,0,/home/konradkaranowski/storage/full_data_resized/2/train_images/639915f58a2f.png,2,Variety of cameras,train,0
73557,110988,110988,0,/home/konradkaranowski/storage/full_data_resized/15/IMAGES/20051214_51178_0100_PP.png,15,Topcon TRC NW6,train,0
27903,120047,120047,0,/home/konradkaranowski/storage/full_data_resized/20/non_glaucoma/image/4379.jpg,20,Unknown,train,0
45825,7161,7161,0,/home/konradkaranowski/storage/full_data_resized/5/DR1-images-by-lesions/Normal Images/IMG0382 (3).TIF,5,Topcon TRC-50X mydriatic,train,0
36328,226,226,0,/home/konradkaranowski/storage/full_data_resized/1/Database/Images/Im227_ACRIMA.jpg,1,Topcon TRC non-mydriatic,train,0
34415,118948,118948,0,/home/konradkaranowski/storage/full_data_resized/20/non_glaucoma/image/2380.jpg,20,Unknown,train,0
84371,5718,5718,0,/home/konradkaranowski/storage/full_data_resized/2/test_images/b70b29ad9e23.png,2,Variety of cameras,train,0
61592,5886,5886,0,/home/konradkaranowski/storage/full_data_resized/2/test_images/cb004a78aecf.png,2,Variety of cameras,train,0
17903,106145,106145,0,/home/konradkaranowski/storage/full_data_resized/13/data/1677_1_R.jpg,13,Nidek AFC-230 non-mydriatic,train,0
84538,103934,103934,0,/home/konradkaranowski/storage/full_data_resized/13/data/1124_2_L.jpg,13,Nidek AFC-230 non-mydriatic,train,0
73756,112664,112664,0,/home/konradkaranowski/storage/full_data_resized/16/ODIR-5K_Training_Dataset/2357_left.jpg,16,"Various cameras such as Canon, Zeiss, Kowa",train,0
16675,1838,1838,0,/home/konradkaranowski/storage/full_data_resized/2/train_images/4faf4063db8c.png,2,Variety of cameras,train,0
25456,108160,108160,0,/home/konradkaranowski/storage/full_data_resized/13/data/2287_5_L.jpg,13,Nidek AFC-230 non-mydriatic,train,0
30590,110911,110911,0,/home/konradkaranowski/storage/full_data_resized/15/IMAGES/20051205_59651_0400_PP.png,15,Topcon TRC NW6,train,0
64056,124269,124269,0,/home/konradkaranowski/storage/full_data_resized/29/Training_Set/Training/1911.png,29,"TOPCON 3D OCT-2000, Kowa VX-10alfa mydriatic and non-mydriatic two in one, and TOPCON TRC-NW300 non-mydriatic",train,0
32883,118974,118974,0,/home/konradkaranowski/storage/full_data_resized/20/non_glaucoma/image/2421.jpg,20,Unknown,train,0
37746,7553,7553,0,/home/konradkaranowski/storage/full_data_resized/5/DR2-images-by-lesions/Normal Images/IM000752.JPG,5,Topcon TRC NW8 non-mydriatic,train,0
65101,115013,115013,0,/home/konradkaranowski/storage/full_data_resized/16/ODIR-5K_Training_Dataset/3153_right.jpg,16,"Various cameras such as Canon, Zeiss, Kowa",train,0
93360,124619,124619,0,/home/konradkaranowski/storage/full_data_resized/29/Training_Set/Training/999.png,29,"TOPCON 3D OCT-2000, Kowa VX-10alfa mydriatic and non-mydriatic two in one, and TOPCON TRC-NW300 non-mydriatic",train,0
63634,6201,6201,0,/home/konradkaranowski/storage/full_data_resized/2/test_images/f45ceb654c4d.png,2,Variety of cameras,train,0
43318,5649,5649,0,/home/konradkaranowski/storage/full_data_resized/2/test_images/ae2fda60811b.png,2,Variety of cameras,train,0
64577,114036,114036,0,/home/konradkaranowski/storage/full_data_resized/16/ODIR-5K_Training_Dataset/771_right.jpg,16,"Various cameras such as Canon, Zeiss, Kowa",train,0
92121,112191,112191,0,/home/konradkaranowski/storage/full_data_resized/15/IMAGES/IM004036.JPG,15,Topcon TRC NW6,train,0
69016,104739,104739,0,/home/konradkaranowski/storage/full_data_resized/13/data/1315_2_L.jpg,13,Nidek AFC-230 non-mydriatic,train,0
15897,8998,8998,0,/home/konradkaranowski/storage/full_data_resized/7/normal_control/514.png,7,Unknown,train,0
26290,107709,107709,0,/home/konradkaranowski/storage/full_data_resized/13/data/2143_3_L.jpg,13,Nidek AFC-230 non-mydriatic,train,0
71989,7251,7251,0,/home/konradkaranowski/storage/full_data_resized/5/DR1-images-by-lesions/Normal Images/IMG0542 (5).TIF,5,Topcon TRC-50X mydriatic,train,0
28927,5336,5336,0,/home/konradkaranowski/storage/full_data_resized/2/test_images/86c179395e2b.png,2,Variety of cameras,train,0
3137,99959,99959,0,/home/konradkaranowski/storage/full_data_resized/13/data/124_2_L.jpg,13,Nidek AFC-230 non-mydriatic,train,0
83718,1785,1785,0,/home/konradkaranowski/storage/full_data_resized/2/train_images/4cde86044ad1.png,2,Variety of cameras,train,0
64117,5093,5093,0,/home/konradkaranowski/storage/full_data_resized/2/test_images/6356f9dd9fdc.png,2,Variety of cameras,train,0
5039,111013,111013,0,/home/konradkaranowski/storage/full_data_resized/15/IMAGES/20051214_56688_0100_PP.png,15,Topcon TRC NW6,train,0
94155,102950,102950,0,/home/konradkaranowski/storage/full_data_resized/13/data/894_8_L.jpg,13,Nidek AFC-230 non-mydriatic,train,0
19206,113884,113884,0,/home/konradkaranowski/storage/full_data_resized/16/ODIR-5K_Training_Dataset/36_right.jpg,16,"Various cameras such as Canon, Zeiss, Kowa",train,0
65519,100334,100334,0,/home/konradkaranowski/storage/full_data_resized/13/data/223_1_R.jpg,13,Nidek AFC-230 non-mydriatic,train,0
47451,120584,120584,0,/home/konradkaranowski/storage/full_data_resized/20/non_glaucoma/image/5448.jpg,20,Unknown,train,0
40370,9194,9194,0,/home/konradkaranowski/storage/full_data_resized/7/normal_control/365.png,7,Unknown,train,0
19871,8968,8968,0,/home/konradkaranowski/storage/full_data_resized/7/normal_control/185.png,7,Unknown,train,0
50405,6148,6148,0,/home/konradkaranowski/storage/full_data_resized/2/test_images/ee98121d0c5a.png,2,Variety of cameras,train,0
13850,123624,123624,0,/home/konradkaranowski/storage/full_data_resized/28/aria_c_markups/aria_c_31_20.tif,28,Zeiss FF450+ mydriatic,train,0
53876,4848,4848,0,/home/konradkaranowski/storage/full_data_resized/2/test_images/44477c53f3d9.png,2,Variety of cameras,train,0
40636,6185,6185,0,/home/konradkaranowski/storage/full_data_resized/2/test_images/f32bdf2a84ec.png,2,Variety of cameras,train,0
52795,102479,102479,0,/home/konradkaranowski/storage/full_data_resized/13/data/765_9_R.jpg,13,Nidek AFC-230 non-mydriatic,train,0
56410,118456,118456,0,/home/konradkaranowski/storage/full_data_resized/20/non_glaucoma/image/1423.jpg,20,Unknown,train,0
75876,114797,114797,0,/home/konradkaranowski/storage/full_data_resized/16/ODIR-5K_Training_Dataset/2937_right.jpg,16,"Various cameras such as Canon, Zeiss, Kowa",train,0
65154,107689,107689,0,/home/konradkaranowski/storage/full_data_resized/13/data/2137_1_R.jpg,13,Nidek AFC-230 non-mydriatic,train,0
92740,104849,104849,0,/home/konradkaranowski/storage/full_data_resized/13/data/1339_8_R.jpg,13,Nidek AFC-230 non-mydriatic,train,0
86202,103478,103478,0,/home/konradkaranowski/storage/full_data_resized/13/data/1014_3_R.jpg,13,Nidek AFC-230 non-mydriatic,train,0
